,fpr,thresholds,tpr
0,0.0,2.0,0.0
1,0.0017421602787456446,1.0,0.2095391211146838
2,0.0039198606271777,0.9999999,0.24866023579849947
3,0.0039198606271777,0.99999976,0.2690246516613076
4,0.004355400696864111,0.99999964,0.2808145766345123
5,0.004355400696864111,0.9999995,0.2915326902465166
6,0.004355400696864111,0.9999994,0.297427652733119
7,0.004355400696864111,0.9999993,0.3065380493033226
8,0.004355400696864111,0.99999917,0.3145766345123258
9,0.004790940766550522,0.99999905,0.31886387995712756
10,0.004790940766550522,0.9999989,0.3236870310825295
11,0.005226480836236934,0.9999988,0.32690246516613075
12,0.005226480836236934,0.9999987,0.3311897106109325
13,0.005226480836236934,0.99999857,0.33386923901393356
14,0.005226480836236934,0.99999845,0.3370846730975348
15,0.005226480836236934,0.99999833,0.3386923901393355
16,0.005226480836236934,0.9999982,0.3429796355841372
17,0.006533101045296167,0.99999785,0.3461950696677385
18,0.006533101045296167,0.99999774,0.3504823151125402
19,0.006968641114982578,0.9999976,0.3515541264737406
20,0.006968641114982578,0.9999975,0.35262593783494106
21,0.006968641114982578,0.9999974,0.35316184351554125
22,0.006968641114982578,0.99999726,0.3558413719185423
23,0.006968641114982578,0.99999714,0.3590568060021436
24,0.006968641114982578,0.999997,0.36066452304394425
25,0.0078397212543554,0.9999968,0.3617363344051447
26,0.0078397212543554,0.99999666,0.3628081457663451
27,0.0078397212543554,0.9999964,0.36602357984994643
28,0.008275261324041812,0.9999963,0.3692390139335477
29,0.008275261324041812,0.9999958,0.37352625937834943
30,0.008710801393728223,0.9999956,0.37352625937834943
31,0.008710801393728223,0.99999547,0.3740621650589496
32,0.008710801393728223,0.99999535,0.37513397642015006
33,0.008710801393728223,0.9999951,0.37566988210075025
34,0.009146341463414634,0.999995,0.3762057877813505
35,0.009146341463414634,0.9999949,0.37727759914255093
36,0.009146341463414634,0.99999475,0.37888531618435156
37,0.009146341463414634,0.99999464,0.38102893890675243
38,0.009146341463414634,0.99999416,0.38263665594855306
39,0.009146341463414634,0.99999404,0.3842443729903537
40,0.009146341463414634,0.9999939,0.38638799571275456
41,0.009146341463414634,0.9999938,0.3879957127545552
42,0.009146341463414634,0.99999356,0.39013933547695606
43,0.009146341463414634,0.99999344,0.39228295819935693
44,0.009146341463414634,0.9999933,0.39389067524115756
45,0.009146341463414634,0.9999931,0.394962486602358
46,0.009146341463414634,0.99999297,0.3965702036441586
47,0.009146341463414634,0.9999927,0.3987138263665595
48,0.009146341463414634,0.9999926,0.3992497320471597
49,0.009146341463414634,0.99999213,0.40353697749196143
50,0.009146341463414634,0.999992,0.40514469453376206
51,0.009146341463414634,0.9999918,0.4062165058949625
52,0.009146341463414634,0.99999166,0.4078242229367631
53,0.009146341463414634,0.9999912,0.41103965702036444
54,0.009146341463414634,0.99999094,0.41211146838156487
55,0.009146341463414634,0.9999908,0.41318327974276525
56,0.009146341463414634,0.9999889,0.4180064308681672
57,0.009146341463414634,0.9999887,0.4190782422293676
58,0.009146341463414634,0.99998844,0.42015005359056806
59,0.009146341463414634,0.99998784,0.4217577706323687
60,0.009581881533101045,0.9999877,0.4217577706323687
61,0.009581881533101045,0.9999875,0.42497320471597
62,0.009581881533101045,0.99998736,0.42765273311897106
63,0.009581881533101045,0.99998724,0.4292604501607717
64,0.009581881533101045,0.99998677,0.42979635584137194
65,0.009581881533101045,0.99998665,0.43086816720257237
66,0.009581881533101045,0.9999862,0.432475884244373
67,0.009581881533101045,0.99998593,0.4340836012861736
68,0.009581881533101045,0.9999857,0.43461950696677387
69,0.009581881533101045,0.9999856,0.43569131832797425
70,0.009581881533101045,0.9999852,0.4367631296891747
71,0.009581881533101045,0.9999851,0.4378349410503751
72,0.009581881533101045,0.999985,0.43837084673097537
73,0.009581881533101045,0.9999844,0.4405144694533762
74,0.009581881533101045,0.99998415,0.44105037513397644
75,0.009581881533101045,0.99998367,0.44212218649517687
76,0.009581881533101045,0.99998355,0.44265809217577706
77,0.009581881533101045,0.99998283,0.4442658092175777
78,0.010017421602787456,0.9999827,0.4442658092175777
79,0.010017421602787456,0.9999826,0.44480171489817794
80,0.01088850174216028,0.9999821,0.44480171489817794
81,0.01132404181184669,0.9999819,0.44480171489817794
82,0.01132404181184669,0.99998176,0.44587352625937837
83,0.011759581881533102,0.99998164,0.44587352625937837
84,0.011759581881533102,0.99998105,0.44640943193997856
85,0.012195121951219513,0.9999808,0.44640943193997856
86,0.012195121951219513,0.9999795,0.4490889603429796
87,0.012630662020905924,0.99997926,0.4490889603429796
88,0.012630662020905924,0.99997866,0.45016077170418006
89,0.012630662020905924,0.99997854,0.4512325830653805
90,0.012630662020905924,0.9999783,0.4517684887459807
91,0.012630662020905924,0.9999782,0.4533762057877814
92,0.012630662020905924,0.9999776,0.45391211146838156
93,0.012630662020905924,0.99997735,0.454983922829582
94,0.012630662020905924,0.9999751,0.45980707395498394
95,0.012630662020905924,0.99997485,0.4608788853161844
96,0.012630662020905924,0.9999746,0.46141479099678456
97,0.013066202090592335,0.99997425,0.46141479099678456
98,0.013501742160278746,0.999974,0.46195069667738475
99,0.013501742160278746,0.99997294,0.4630225080385852
100,0.013501742160278746,0.9999727,0.4646302250803859
101,0.013501742160278746,0.99997044,0.46730975348338694
102,0.013501742160278746,0.9999697,0.4683815648445874
103,0.013501742160278746,0.9999666,0.47266881028938906
104,0.013937282229965157,0.9999665,0.4732047159699893
105,0.013937282229965157,0.99996305,0.47481243301178994
106,0.013937282229965157,0.99996257,0.4758842443729904
107,0.013937282229965157,0.9999604,0.477491961414791
108,0.014372822299651568,0.99996006,0.477491961414791
109,0.014372822299651568,0.9999598,0.4780278670953912
110,0.014372822299651568,0.9999589,0.4790996784565916
111,0.014372822299651568,0.99995756,0.48231511254019294
112,0.014372822299651568,0.9999573,0.4833869239013934
113,0.014372822299651568,0.99995625,0.484994640943194
114,0.014372822299651568,0.9999552,0.4871382636655949
115,0.014372822299651568,0.9999535,0.48981779206859594
116,0.014372822299651568,0.99995303,0.4908896034297964
117,0.014372822299651568,0.99994755,0.4962486602357985
118,0.014372822299651568,0.9999466,0.4983922829581994
119,0.014372822299651568,0.9999386,0.5016077170418006
120,0.014808362369337979,0.99993813,0.5016077170418006
121,0.014808362369337979,0.99993694,0.5021436227224009
122,0.014808362369337979,0.999936,0.5042872454448017
123,0.014808362369337979,0.9999347,0.5064308681672026
124,0.01524390243902439,0.99993443,0.5069667738478028
125,0.01524390243902439,0.99992955,0.5144694533762058
126,0.0156794425087108,0.999928,0.5144694533762058
127,0.0156794425087108,0.9999182,0.5187566988210075
128,0.016114982578397212,0.9999167,0.5187566988210075
129,0.016114982578397212,0.9998832,0.5326902465166131
130,0.016114982578397212,0.9998815,0.5348338692390139
131,0.016114982578397212,0.99985003,0.5498392282958199
132,0.016986062717770034,0.99984694,0.5498392282958199
133,0.016986062717770034,0.9998363,0.5514469453376206
134,0.016986062717770034,0.99983513,0.552518756698821
135,0.016986062717770034,0.9998253,0.5568060021436227
136,0.016986062717770034,0.9998241,0.5578778135048231
137,0.016986062717770034,0.999798,0.5627009646302251
138,0.016986062717770034,0.9997973,0.5637727759914255
139,0.016986062717770034,0.99977106,0.5728831725616291
140,0.017421602787456445,0.9997689,0.5728831725616291
141,0.017421602787456445,0.9997609,0.5760986066452305
142,0.017421602787456445,0.9997595,0.5771704180064309
143,0.017421602787456445,0.99974567,0.579849946409432
144,0.017421602787456445,0.9997454,0.5809217577706324
145,0.017421602787456445,0.99953187,0.6178992497320471
146,0.017857142857142856,0.9995296,0.6178992497320471
147,0.017857142857142856,0.99949133,0.620042872454448
148,0.018292682926829267,0.99947125,0.620042872454448
149,0.018292682926829267,0.99946433,0.6211146838156485
150,0.018728222996515678,0.9994543,0.6211146838156485
151,0.018728222996515678,0.9994437,0.6232583065380493
152,0.01916376306620209,0.9994228,0.6232583065380493
153,0.01916376306620209,0.9994041,0.6270096463022508
154,0.0195993031358885,0.9993969,0.6270096463022508
155,0.0195993031358885,0.9993511,0.6312968917470525
156,0.0195993031358885,0.99933213,0.632368703108253
157,0.0195993031358885,0.9993284,0.6329046087888531
158,0.020470383275261322,0.9993104,0.6329046087888531
159,0.020470383275261322,0.99921227,0.6387995712754555
160,0.020905923344947737,0.99920976,0.6387995712754555
161,0.020905923344947737,0.9991805,0.6420150053590568
162,0.02221254355400697,0.9991604,0.6420150053590568
163,0.02221254355400697,0.99912435,0.6446945337620579
164,0.02264808362369338,0.99910176,0.6446945337620579
165,0.02264808362369338,0.999073,0.6452304394426581
166,0.02264808362369338,0.9990702,0.6463022508038585
167,0.02264808362369338,0.9990426,0.6479099678456591
168,0.023083623693379792,0.9990414,0.6479099678456591
169,0.023083623693379792,0.9988514,0.6618435155412647
170,0.023519163763066203,0.9988464,0.6618435155412647
171,0.023519163763066203,0.99874866,0.6655948553054662
172,0.023954703832752614,0.9987483,0.6655948553054662
173,0.023954703832752614,0.9986546,0.6682743837084673
174,0.024390243902439025,0.99864966,0.6682743837084673
175,0.024390243902439025,0.99847263,0.6763129689174705
176,0.024825783972125436,0.9984602,0.6763129689174705
177,0.024825783972125436,0.99824107,0.6886387995712755
178,0.025261324041811847,0.99821115,0.6886387995712755
179,0.025261324041811847,0.9980743,0.6945337620578779
180,0.02569686411149826,0.9980646,0.6945337620578779
181,0.02569686411149826,0.9978568,0.6988210075026795
182,0.02613240418118467,0.9978563,0.6988210075026795
183,0.02613240418118467,0.99779737,0.6993569131832797
184,0.02656794425087108,0.9977847,0.6993569131832797
185,0.02656794425087108,0.99774194,0.7004287245444801
186,0.02700348432055749,0.99770904,0.7004287245444801
187,0.02700348432055749,0.99770665,0.7009646302250804
188,0.027439024390243903,0.9976821,0.7009646302250804
189,0.027439024390243903,0.99706346,0.7138263665594855
190,0.027874564459930314,0.99704343,0.7138263665594855
191,0.027874564459930314,0.9965513,0.722400857449089
192,0.028310104529616725,0.99654645,0.722400857449089
193,0.028310104529616725,0.9964849,0.7245444801714899
194,0.029181184668989547,0.99645907,0.7245444801714899
195,0.029181184668989547,0.9961832,0.7288317256162915
196,0.029616724738675958,0.9961732,0.7288317256162915
197,0.029616724738675958,0.9956697,0.7352625937834941
198,0.03005226480836237,0.9955096,0.7352625937834941
199,0.03005226480836237,0.99547297,0.7363344051446945
200,0.03048780487804878,0.99543095,0.7363344051446945
201,0.03048780487804878,0.9951391,0.7427652733118971
202,0.03092334494773519,0.99510515,0.7427652733118971
203,0.03092334494773519,0.99466693,0.7459807073954984
204,0.0313588850174216,0.9942352,0.7459807073954984
205,0.0313588850174216,0.9935411,0.7502679528403001
206,0.032229965156794424,0.993455,0.7502679528403001
207,0.032229965156794424,0.99302316,0.7508038585209004
208,0.03266550522648084,0.99278027,0.7508038585209004
209,0.03266550522648084,0.99265724,0.7529474812433011
210,0.033101045296167246,0.99264467,0.7529474812433011
211,0.033101045296167246,0.9924581,0.7545551982851019
212,0.03440766550522648,0.9922455,0.7545551982851019
213,0.03440766550522648,0.99214524,0.755091103965702
214,0.035278745644599305,0.9920042,0.755091103965702
215,0.035278745644599305,0.9917143,0.7566988210075026
216,0.03571428571428571,0.99169886,0.7566988210075026
217,0.03571428571428571,0.99052936,0.7609860664523044
218,0.03614982578397213,0.99052864,0.7609860664523044
219,0.03614982578397213,0.9897601,0.7642015005359056
220,0.036585365853658534,0.98949313,0.7642015005359056
221,0.036585365853658534,0.9894818,0.7647374062165059
222,0.036585365853658534,0.98935354,0.7658092175777064
223,0.036585365853658534,0.9892406,0.7663451232583065
224,0.03702090592334495,0.9886014,0.7663451232583065
225,0.03702090592334495,0.9877587,0.7690246516613076
226,0.037456445993031356,0.9876358,0.7690246516613076
227,0.037456445993031356,0.98711014,0.7706323687031083
228,0.03789198606271777,0.98696184,0.7706323687031083
229,0.03789198606271777,0.986259,0.7722400857449089
230,0.039198606271777,0.986159,0.7722400857449089
231,0.039198606271777,0.9861226,0.7727759914255091
232,0.04006968641114982,0.986099,0.7727759914255091
233,0.04006968641114982,0.98549366,0.7754555198285101
234,0.04050522648083624,0.9851613,0.7754555198285101
235,0.04050522648083624,0.9843072,0.7781350482315113
236,0.04137630662020906,0.9840575,0.7781350482315113
237,0.04137630662020906,0.9828409,0.7802786709539121
238,0.041811846689895474,0.9827817,0.7802786709539121
239,0.041811846689895474,0.98123795,0.7845659163987139
240,0.04224738675958188,0.981104,0.7845659163987139
241,0.04224738675958188,0.9774814,0.7909967845659164
242,0.042682926829268296,0.9768709,0.7909967845659164
243,0.042682926829268296,0.9766381,0.7915326902465166
244,0.043118466898954703,0.9764896,0.7915326902465166
245,0.043118466898954703,0.9764188,0.7920685959271169
246,0.04355400696864112,0.97579473,0.7920685959271169
247,0.04355400696864112,0.9756496,0.792604501607717
248,0.04442508710801394,0.9741122,0.792604501607717
249,0.04442508710801394,0.97319454,0.7958199356913184
250,0.04486062717770035,0.97280043,0.7958199356913184
251,0.04486062717770035,0.9722331,0.7968917470525188
252,0.04529616724738676,0.97210735,0.7968917470525188
253,0.04529616724738676,0.97141176,0.7984994640943194
